Observation id,DLC5,,,,,,,
115.075,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
115.275,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
118.675,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
119.075,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
123.475,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
124.275,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
130.275,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
134.875,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
148.475,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
149.075,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
163.326,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
163.950,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
166.150,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
166.550,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
183.975,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
184.775,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
198.175,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
199.175,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
214.975,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
216.575,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
222.975,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
223.175,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
242.475,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
243.075,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
249.675,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
251.675,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
254.275,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
254.675,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
258.075,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
259.275,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
268.675,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
270.475,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
270.875,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
271.675,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
284.675,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
285.275,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
297.875,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
299.875,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
300.275,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
304.475,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
311.075,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
313.075,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
331.075,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
331.675,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
333.475,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
335.075,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
343.675,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,START
344.836,C:/Clever Sys Inc/TopScan/Video/Donnie/DLC5/e3v813a-20210610T123521-124106_reencode.avi,344.970,30.0,adult,interact,,,STOP
