scorer,,,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner
labeled-data,e3v816b-20220309T192518-193028_cropped,img2221.png,966.1322751439204,897.7029877812804,1001.2851455198993,926.7626939587561,982.536947986044,877.0799704940395,932.3855195829808,867.7058717271118,971.7567344040771,852.238608761681,1032.6883763891071,845.2080346864853,1055.1862134297335,900.983922349705,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192518-193028_cropped,img2255.png,966.1322751439204,895.8281680278948,999.8790307048602,926.2939890204098,982.536947986044,875.6738556790003,933.3229294596736,871.9242161722292,972.2254393424234,850.832493946642,1033.6257862658,847.5515593782172,1056.1236233064262,911.7641359316718,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192518-193028_cropped,img2921.png,964.2574553905349,892.5472334594701,1006.9096047800559,924.4191692670242,979.7247183559657,874.7364458023076,932.3855195829808,879.8922001241177,971.2880294657307,845.2080346864853,1042.0624751560347,848.0202643165636,1057.5297381214655,899.5778075346659,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192518-193028_cropped,img2957.png,966.1322751439204,894.890758151202,999.8790307048602,926.2939890204098,980.193423294312,872.3929211105756,929.5732899529025,871.9242161722292,969.4132097123452,848.0202643165636,1034.5631961424926,845.2080346864853,1054.7175084913872,904.2648569181297,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192518-193028_cropped,img4311.png,961.913930698803,890.6724137060846,1000.3477356432065,922.0756445752924,979.2560134176192,869.1119865421509,925.8236504461314,868.6432816038046,967.0696850206132,842.8645099947533,1031.282261574068,843.3332149330997,1053.311393676348,905.6709717331689,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192518-193028_cropped,img5997.png,,,,,,,,,,,,,,,966.25,894.217,1008.46,926.963,989.507,878.547,943.61,864.548,986.789,852.971,1050.364,867.524,1056.383,903.221
labeled-data,e3v816b-20220309T192518-193028_cropped,img6043.png,963.3200455138422,899.5778075346659,995.1919813213963,934.7306779106447,986.286587492815,891.6098235827774,947.8527825484115,865.8310519737262,991.4423418146253,867.2371667887653,1033.6257862658,857.3943630834913,1050.967868984616,916.4511853151357,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192518-193028_cropped,img6222.png,,,,,,,,,,,,,,,975.6,902.571,1009.639,928.76,993.585,876.283,951.671,871.943,993.612,854.01,1041.280140152414,857.1623897923484,1058.67,906.234
labeled-data,e3v816b-20220309T192518-193028_cropped,img6664.png,970.8193245273843,907.0770865482081,998.0042109514745,932.8558581572591,990.9736368762789,888.3288890143526,940.3535035348693,864.424937158687,982.0682430476975,860.675297651916,1033.1570813274534,855.9882482684521,1052.3739837996552,905.2022667948224,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192518-193028_cropped,img7472.png,,,,,,,,,,,,,,,971.579,906.777,1020.316,930.265,988.229,878.06,942.514,888.342,974.849,856.287,1045.217359127455,856.9977810249591,1057.961,901.682
labeled-data,e3v816b-20220309T192518-193028_cropped,img7555.png,,,,,,,,,,,,,,,972.744,906.586,1019.258,932.951,988.809,880.026,944.358,889.877,974.838,857.533,1033.07,851.68,1058.036,903.459
labeled-data,e3v816b-20220309T192518-193028_cropped,img7583.png,967.5383899589597,908.4832013632472,1000.8164405815529,931.44974334222,983.4743578627367,891.141118644431,936.6038640280983,875.2051507406538,972.2254393424234,861.1440025902624,1031.7509665124144,849.8950840699491,1053.311393676348,901.9213322263978,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192518-193028_cropped,img7618.png,,,,,,,,,,,,,,,973.729,905.65,1017.897,931.426,989.634,878.292,942.822,889.579,976.054,856.091,1034.434,849.537,1058.629,900.652
labeled-data,e3v816b-20220309T192518-193028_cropped,img7729.png,970.8193245273843,908.4832013632472,1004.0973751499776,932.8558581572591,983.4743578627367,884.5792495075816,935.6664541514054,875.2051507406538,972.2254393424234,860.675297651916,1035.5006060191854,848.48896925491,1055.1862134297335,907.5457914865544,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192518-193028_cropped,img7745.png,,,,,,,,,,,,,,,973.616,905.33,1017.338,929.905,989.246,879.318,941.081,882.748,977.409,856.922,1041.7514058449265,856.0944525623977,1058.194,902.204
labeled-data,e3v816b-20220309T192518-193028_cropped,img7850.png,965.6635702055742,907.0770865482081,1004.0973751499776,938.0116124790694,979.2560134176192,884.5792495075816,933.7916343980199,871.9242161722292,970.8193245273843,861.1440025902624,1033.6257862658,852.238608761681,1057.998443059812,906.1396766715153,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192518-193028_cropped,img8188.png,966.1322751439204,909.8893161782863,1008.7844245334414,932.3871532189128,983.0056529243902,887.8601840760062,931.448109706288,876.6112655556931,971.2880294657307,861.1440025902624,1034.0944912041462,850.832493946642,1053.7800986146945,910.8267260549791,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192518-193028_cropped,img8366.png,967.0696850206132,912.2328408700182,1005.9721949033632,929.5749235888345,983.9430628010831,885.9853643226207,933.7916343980199,875.6738556790003,973.1628492191162,858.8004778985305,1039.718950464303,849.4263791316027,1055.1862134297335,907.0770865482081,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192518-193028_cropped,img8555.png,,,,,,,,,,,,,,,973.12,905.355,1016.024,929.878,989.305,878.679,944.215,885.493,976.508,857.241,1040.8338277424305,853.5312496399345,1058.934,903.207
labeled-data,e3v816b-20220309T192518-193028_cropped,img8858.png,971.2880294657307,912.2328408700182,1007.3783097184023,935.6680877873375,986.286587492815,889.2662988910454,935.1977492130591,884.5792495075816,971.7567344040771,865.3623470353798,1031.282261574068,850.832493946642,1055.1862134297335,903.7961519797833,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192518-193028_cropped,img8879.png,965.6635702055742,909.8893161782863,1001.7538504582457,926.7626939587561,983.4743578627367,886.9227741993135,935.1977492130591,880.3609050624641,970.3506195890379,862.0814124669552,1034.5631961424926,848.0202643165636,1057.998443059812,899.1091025963195,,,,,,,,,,,,,,
