scorer,,,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner
labeled-data,e3v816b-20220310T002105_cropped,img7265.png,1011.5568491365445,203.36543741692228,947.076889446381,196.91744144790593,1003.3893875757905,223.99902451777464,1050.2448249506426,209.38356698800422,1022.7333754828395,245.92221081243025,944.9275574567089,272.5739274843645,890.7643913169715,244.63261161862698,,,,,,,,,,,,,,
labeled-data,e3v816b-20220310T002105_cropped,img7329.png,576.958484580324,787.414667141273,657.1249855751112,826.0560740955948,595.9908193488706,771.8427568760984,563.1167865668356,742.4291485974355,599.4512438522427,747.6197853524936,666.3527842507701,748.1965227697224,711.9150402118364,785.1077174723582,,,,,,,,,,,,,,
labeled-data,e3v816b-20220310T002105_cropped,img7385.png,,,,,,,,,,,,,,,340.91,684.639,411.303,741.444,361.792,679.142,316.258,647.196,364.214,656.48,440.924,689.238,459.454,744.783
labeled-data,e3v816b-20220310T002105_cropped,img7426.png,191.8441666700445,647.0866575375607,255.82545140841432,660.5766874522772,205.33419658476103,618.5648800035885,144.82177668160404,613.9397268899716,195.69846093139208,598.9079792707159,258.90888681749243,605.074850088872,292.44124689121634,647.0866575375607,,,,,,,,,,,,,,
labeled-data,e3v816b-20220310T002105_cropped,img7549.png,,,,,,,,,,,,,,,379.581,367.582,354.406,433.672,397.79,388.066,386.681,312.954,418.541,365.299,422.521,453.152,380.347,494.979
labeled-data,e3v816b-20220310T002105_cropped,img7630.png,567.142956445419,133.79399682082402,512.1487152696752,158.84087894046976,574.221423131406,158.29638150308617,604.7132796248877,103.84663776472581,604.7132796248877,159.929873815237,547.5410486996094,230.7145406751054,483.8348485257278,239.97099711062668,,,,,,,,,,,,,,
labeled-data,e3v816b-20220310T002105_cropped,img7710.png,,,,,,,,,,,,,,,571.005,147.955,549.816,179.989,592.863941937814,149.2524193781393,594.4993613159533,110.30653550251148,619.3180839478597,151.29183246543994,595.913,178.05,553.523,198.862
labeled-data,e3v816b-20220310T002105_cropped,img7792.png,,,,,,,,,,,,,,,750.917,426.024,717.757,370.879,730.186,437.016,793.137,459.723,738.671,466.489,661.723,419.538,645.396,343.008
labeled-data,e3v816b-20220310T002105_cropped,img7924.png,,,,,,,,,,,,,,,375.051,238.06,434.204,250.856,394.03,214.584,327.214,215.301,376.832,191.692,443.578,179.19,491.536,229.34
labeled-data,e3v816b-20220310T002105_cropped,img7934.png,,,,,,,,,,,,,,,378.232,305.817,429.277,250.559,359.671,278.531,348.934,343.65,333.966,288.088,374.595,204.466,446.111,203.816
labeled-data,e3v816b-20220310T002105_cropped,img7979.png,,,,,,,,,,,,,,,582.164,818.271,501.044,780.307,558.197,829.734,620.602,846.206,567.638,855.992,488.615,842.542,440.484,789.574
labeled-data,e3v816b-20220310T002105_cropped,img8033.png,,,,,,,,,,,,,,,876.277,502.677,862.167,575.951,898.392,527.295,896.897,457.919,918.179,504.791,922.006,579.253,887.932,625.508
labeled-data,e3v816b-20220310T002105_cropped,img8076.png,,,,,,,,,,,,,,,856.028,434.912,858.746,483.622,882.81,438.981,848.819,378.619,895.179,411.287,918.114,450.674,906.221,498.765
labeled-data,e3v816b-20220310T002105_cropped,img8202.png,,,,,,,,,,,,,,,454.326,650.079,422.437,574.427,425.106,642.615,467.725,692.219,421.804,672.626,355.475,595.688,356.224,539.906
labeled-data,e3v816b-20220310T002105_cropped,img8218.png,,,,,,,,,,,,,,,725.815,843.55,635.66,800.14,707.451,857.758,766.856,861.634,718.93,882.349,617.517,859.354,589.003,821.303
labeled-data,e3v816b-20220310T002105_cropped,img8223.png,,,,,,,,,,,,,,,808.72,842.662,729.965,814.257,782.875,858.583,848.676,862.118,799.055,876.922,697.751,875.42,671.069,838.22
labeled-data,e3v816b-20220310T002105_cropped,img8248.png,,,,,,,,,,,,,,,927.61,764.245,878.1,806.682,938.889,792.543,949.334,726.876,972.471,772.528,938.931,839.858,880.113,859.483
labeled-data,e3v816b-20220310T002105_cropped,img8280.png,897.0786639095857,660.4097801387517,880.0559545513825,695.0856695721285,914.7318439847593,669.866840893309,911.5794903999068,609.3416520641422,934.2764362108444,652.2136608181354,949.4077334181361,688.1504916854531,913.4709025508182,744.2623854958265,,,,,,,,,,,,,,
labeled-data,e3v816b-20220310T002105_cropped,img8351.png,890.2262120200828,276.02962345735926,879.9094184696567,350.9983232571227,913.6109440677155,296.6632105582116,903.2941505172894,228.57237312539888,932.8689586951778,276.7174096940543,943.873538482299,372.3196965946702,908.79644041085,405.3334359560339,,,,,,,,,,,,,,
labeled-data,e3v816b-20220310T002105_cropped,img8422.png,,,,,,,,,,,,,,,990.193,341.336,1003.286,240.374,971.917,315.458,975.261,374.544,954.54,334.047,943.542,249.881,953.886,206.03
labeled-data,e3v816b-20220310T002105_cropped,img8424.png,,,,,,,,,,,,,,,973.625,384.253,995.74,289.245,954.155,356.188,959.269,427.236,940.925,377.907,933.875,282.001,958.288,240.879
labeled-data,e3v816b-20220310T002105_cropped,img8566.png,,,,,,,,,,,,,,,362.355,969.322,404.142,928.763,354.918,944.012,332.941,1005.321,327.663,955.544,356.066,890.907,402.031,871.902
labeled-data,e3v816b-20220310T002105_cropped,img8601.png,636.3369870336278,869.7130170753708,549.9437793921439,844.2541491230494,615.8864209735664,880.1469793509123,681.4117040639671,882.6511302970422,633.8328360874978,901.8496208840386,529.0758548410608,904.7711303211903,486.08793026582975,874.7213189676306,,,,,,,,,,,,,,
labeled-data,e3v816b-20220310T002105_cropped,img8633.png,,,,,,,,,,,,,,,1017.636,732.917,925.653,741.625,1003.64,752.081,1053.737,732.466,1021.426,766.567,936.675,805.242,886.565,782.339
labeled-data,e3v816b-20220310T002105_cropped,img8777.png,,,,,,,,,,,,,,,815.671,148.755,830.725,236.361,836.432,162.468,811.928,103.013,850.404,137.993,887.556,207.59,873.499,271.042
labeled-data,e3v816b-20220310T002105_cropped,img8852.png,248.47969016314178,132.80925601065988,257.710354614787,164.19351514625353,273.86401740516607,130.0400566751663,261.40262039544507,82.96366797177583,295.09454564395,117.11712644286305,308.01747587625323,143.8860533526341,292.32534630845646,179.88564471405036,,,,,,,,,,,,,,
labeled-data,e3v816b-20220310T002105_cropped,img8908.png,924.0160035185172,138.21613992297495,870.0247839379535,123.03110941594139,916.7046925336492,160.1500728775789,970.1335035769154,138.21613992297495,936.3889913390631,182.08400583218287,859.9014302665979,195.58181072732378,801.410942387654,159.58766434028138,,,,,,,,,,,,,,
